Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200406","Water - Precipitation - rain","2004-06-15","2004-06-01","2004-06-30","","-7.46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-45.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.3","0.46","International Atomic Energy Agency","326","8.8","8.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200407","Water - Precipitation - rain","2004-07-15","2004-07-01","2004-07-31","","-9.07","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-59.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.94","0.47","International Atomic Energy Agency","133.8","6.7","9.3"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200408","Water - Precipitation - rain","2004-08-15","2004-08-01","2004-08-31","","-7.48","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-52.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.94","0.45","International Atomic Energy Agency","131.2","7.2","9.4"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200409","Water - Precipitation - rain","2004-09-15","2004-09-01","2004-09-30","","-5.45","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.58","0.45","International Atomic Energy Agency","103.8","7.6","9.5"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200410","Water - Precipitation - rain","2004-10-15","2004-10-01","2004-10-31","","-6.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-41.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.39","0.46","International Atomic Energy Agency","170.4","10.3","11.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200411","Water - Precipitation - rain","2004-11-15","2004-11-01","2004-11-30","","-1.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-15.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","3.4","0.47","International Atomic Energy Agency","81","11.9","11.6"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200412","Water - Precipitation - rain","2004-12-15","2004-12-01","2004-12-31","","-2.96","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-18.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.25","0.43","International Atomic Energy Agency","84.6","13.6","12.6"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200501","Water - Precipitation - rain","2005-01-15","2005-01-01","2005-01-31","","-2.77","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-19.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.45","0.38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","68","13.5","11.82"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200502","Water - Precipitation - rain","2005-02-15","2005-02-01","2005-02-28","","1.13","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-4.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","6.34","0.47","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","14.8","15.6","14.07"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200503","Water - Precipitation - rain","2005-03-15","2005-03-01","2005-03-31","","-5.36","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.63","0.37","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","192","12.4","12.49"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200504","Water - Precipitation - rain","2005-04-15","2005-04-01","2005-04-30","","-5.86","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-35.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.16","0.36","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","126.6","9.3","10.08"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200505","Water - Precipitation - rain","2005-05-15","2005-05-01","2005-05-31","","-5.52","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.58","0.35","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","388.1","7.7","9.71"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200506","Water - Precipitation - rain","2005-06-15","2005-06-01","2005-06-30","","-7.37","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-46.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.74","0.39","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","226","6.5","9.01"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200507","Water - Precipitation - rain","2005-07-15","2005-07-01","2005-07-31","","-8.18","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-54.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.76","0.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","212.8","7.2","9.45"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200508","Water - Precipitation - rain","2005-08-15","2005-08-01","2005-08-31","","-8.27","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-56.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.15","0.38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","201.4","6.2","8.41"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200509","Water - Precipitation - rain","2005-09-15","2005-09-01","2005-09-30","","-7.63","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-53.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.08","0.38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","71.4","7.4","8.83"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200510","Water - Precipitation - rain","2005-10-15","2005-10-01","2005-10-31","","-6.49","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-45.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.91","0.38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","44.8","9.6","10.56"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200511","Water - Precipitation - rain","2005-11-15","2005-11-01","2005-11-30","","-4.21","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-28","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.45","0.37","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","169.7","10.9","10.44"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200512","Water - Precipitation - rain","2005-12-15","2005-12-01","2005-12-31","","-6.09","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.82","0.39","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","52","11.8","10.57"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200601","Water - Precipitation - rain","2006-01-15","2006-01-01","2006-01-31","","-3.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-25.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.31","0.34","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","137.5","14.1","12.34"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200602","Water - Precipitation - rain","2006-02-15","2006-02-01","2006-02-28","","-5.39","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-35.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.93","0.32","International Atomic Energy Agency","70.7","14.7","13.44"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200603","Water - Precipitation - rain","2006-03-15","2006-03-01","2006-03-31","","-6.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-39.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.39","0.16","International Atomic Energy Agency","149","11.6","11.62"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200604","Water - Precipitation - rain","2006-04-15","2006-04-01","2006-04-30","","-6.84","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-48.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.29","0.33","International Atomic Energy Agency","163.2","10.1","10.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200605","Water - Precipitation - rain","2006-05-15","2006-05-01","2006-05-31","","-8.92","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-61","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.66","0.14","International Atomic Energy Agency","156.6","7.9","9.74"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200606","Water - Precipitation - rain","2006-06-15","2006-06-01","2006-06-30","","-8.01","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-55.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.5","0.16","International Atomic Energy Agency","293.2","8.5","10.25"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200607","Water - Precipitation - rain","2006-07-15","2006-07-01","2006-07-31","","-8.65","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-57.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.69","0.15","International Atomic Energy Agency","280.4","7","8.95"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200608","Water - Precipitation - rain","2006-08-15","2006-08-01","2006-08-31","","-7.96","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-52.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.58","0.32","International Atomic Energy Agency","126","6.8","8.73"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200609","Water - Precipitation - rain","2006-09-15","2006-09-01","2006-09-30","","-5.71","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","3.35","0.18","International Atomic Energy Agency","138.8","7.7","9.15"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200610","Water - Precipitation - rain","2006-10-15","2006-10-01","2006-10-31","","-6.35","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.75","0.31","International Atomic Energy Agency","176.2","9.2","9.62"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200611","Water - Precipitation - rain","2006-11-15","2006-11-01","2006-11-30","","-5.02","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-38.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.41","0.47","International Atomic Energy Agency","63.9","11.6","10.34"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200612","Water - Precipitation - rain","2006-12-15","2006-12-01","2006-12-31","","-4.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-35.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.47","0.35","International Atomic Energy Agency","175.2","13","11.74"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200701","Water - Precipitation - rain","2007-01-15","2007-01-01","2007-01-31","","-4.79","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","3.88","0.89","International Atomic Energy Agency","21.6","14.4","12.37"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200702","Water - Precipitation - rain","2007-02-15","2007-02-01","2007-02-28","","-6.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.17","1.03","International Atomic Energy Agency","44.8","13.5","11.87"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200703","Water - Precipitation - rain","2007-03-15","2007-03-01","2007-03-31","","-3.86","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-26.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.11","0.59","International Atomic Energy Agency","77.4","12.6","12.51"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200704","Water - Precipitation - rain","2007-04-15","2007-04-01","2007-04-30","","-4.43","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-21.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.78","0.5","International Atomic Energy Agency","141.1","9.6","10.72"
