Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198307","Water - Precipitation - rain","1983-07-15","1983-07-01","1983-07-31","","","","","","","","","102","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198308","Water - Precipitation - rain","1983-08-15","1983-08-01","1983-08-31","","","","","","","","","102","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198309","Water - Precipitation - rain","1983-09-15","1983-09-01","1983-09-30","","","","","","","","","138","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198310","Water - Precipitation - rain","1983-10-15","1983-10-01","1983-10-31","","","","","","","","","80","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198311","Water - Precipitation - rain","1983-11-15","1983-11-01","1983-11-30","","","","","","","","","95","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198312","Water - Precipitation - rain","1983-12-15","1983-12-01","1983-12-31","","","","","","","","","204","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198401","Water - Precipitation - unspecified (not reported)","1984-01-15","1984-01-01","1984-01-31","","","","","","4.5","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","187","7.5","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198402","Water - Precipitation - unspecified (not reported)","1984-02-15","1984-02-01","1984-02-29","","","","","","","","","256","8.7","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198403","Water - Precipitation - unspecified (not reported)","1984-03-15","1984-03-01","1984-03-31","","","","","","6","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","166","8.4","8.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198404","Water - Precipitation - unspecified (not reported)","1984-04-15","1984-04-01","1984-04-30","","-3.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","5.8","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","147","7.2","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198405","Water - Precipitation - unspecified (not reported)","1984-05-15","1984-05-01","1984-05-31","","-4.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.6","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","113","6.2","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198406","Water - Precipitation - unspecified (not reported)","1984-06-15","1984-06-01","1984-06-30","","-4.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.7","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","237","5.3","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198407","Water - Precipitation - unspecified (not reported)","1984-07-15","1984-07-01","1984-07-31","","-4.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3.1","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","207","4.2","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198408","Water - Precipitation - unspecified (not reported)","1984-08-15","1984-08-01","1984-08-31","","-5.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3.9","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","214","2.9","6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198409","Water - Precipitation - unspecified (not reported)","1984-09-15","1984-09-01","1984-09-30","","-2.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","252","4.6","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198410","Water - Precipitation - unspecified (not reported)","1984-10-15","1984-10-01","1984-10-31","","-1.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","154","5.1","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198411","Water - Precipitation - unspecified (not reported)","1984-11-15","1984-11-01","1984-11-30","","-3.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.7","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","162","5.8","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198412","Water - Precipitation - unspecified (not reported)","1984-12-15","1984-12-01","1984-12-31","","-4.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.5","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","165","6.4","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198501","Water - Precipitation - unspecified (not reported)","1985-01-15","1985-01-01","1985-01-31","","-2.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.7","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","274","7.8","9.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198502","Water - Precipitation - unspecified (not reported)","1985-02-15","1985-02-01","1985-02-28","","-2.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.8","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","104","8.7","9.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198503","Water - Precipitation - unspecified (not reported)","1985-03-15","1985-03-01","1985-03-31","","-2.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3.2","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","322","8.1","9.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198504","Water - Precipitation - unspecified (not reported)","1985-04-15","1985-04-01","1985-04-30","","-2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","6.3","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","204","8.1","9.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198505","Water - Precipitation - unspecified (not reported)","1985-05-15","1985-05-01","1985-05-31","","","","","","6.9","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","166","8.1","9.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198506","Water - Precipitation - unspecified (not reported)","1985-06-15","1985-06-01","1985-06-30","","-3.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","5.8","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","174","5.4","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198507","Water - Precipitation - unspecified (not reported)","1985-07-15","1985-07-01","1985-07-31","","-2.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","7.2","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","155","5.1","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198508","Water - Precipitation - unspecified (not reported)","1985-08-15","1985-08-01","1985-08-31","","-3.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","9.6","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","186","4.5","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198509","Water - Precipitation - unspecified (not reported)","1985-09-15","1985-09-01","1985-09-30","","-2.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","8.9","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","172","4.5","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198510","Water - Precipitation - unspecified (not reported)","1985-10-15","1985-10-01","1985-10-31","","-2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","6.2","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","143","4.7","7.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198511","Water - Precipitation - unspecified (not reported)","1985-11-15","1985-11-01","1985-11-30","","-1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","50","5","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198512","Water - Precipitation - unspecified (not reported)","1985-12-15","1985-12-01","1985-12-31","","-2.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","9.3","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","106","6.7","8.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198601","Water - Precipitation - unspecified (not reported)","1986-01-15","1986-01-01","1986-01-31","","-2.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3.4","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","172","7.3","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198602","Water - Precipitation - rain","1986-02-15","1986-02-01","1986-02-28","","-2.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.1","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","143","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198603","Water - Precipitation - rain","1986-03-15","1986-03-01","1986-03-31","","-2.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","1.7","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","197","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198604","Water - Precipitation - unspecified (not reported)","1986-04-15","1986-04-01","1986-04-30","","","","","","1.3","0.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","229","7.8","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198605","Water - Precipitation - unspecified (not reported)","1986-05-15","1986-05-01","1986-05-31","","-5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","1.8","0.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","253","4.4","6.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198606","Water - Precipitation - unspecified (not reported)","1986-06-15","1986-06-01","1986-06-30","","-3.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","1.9","0.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","178","4.7","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198607","Water - Precipitation - unspecified (not reported)","1986-07-15","1986-07-01","1986-07-31","","-2.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","1.8","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","148","4.6","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198608","Water - Precipitation - unspecified (not reported)","1986-08-15","1986-08-01","1986-08-31","","-3.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","1.7","0.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","122","4","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198609","Water - Precipitation - unspecified (not reported)","1986-09-15","1986-09-01","1986-09-30","","-2.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3.9","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","167","4.8","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198610","Water - Precipitation - unspecified (not reported)","1986-10-15","1986-10-01","1986-10-31","","-3.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.8","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","228","5.4","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198611","Water - Precipitation - unspecified (not reported)","1986-11-15","1986-11-01","1986-11-30","","-3.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2.3","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","187","6.4","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198612","Water - Precipitation - unspecified (not reported)","1986-12-15","1986-12-01","1986-12-31","","-1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","1.8","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","195","7.2","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198701","Water - Precipitation - unspecified (not reported)","1987-01-15","1987-01-01","1987-01-31","","-3.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","1.9","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","158","7.7","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198702","Water - Precipitation - unspecified (not reported)","1987-02-15","1987-02-01","1987-02-28","","-2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","3","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","181","8.1","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198703","Water - Precipitation - unspecified (not reported)","1987-03-15","1987-03-01","1987-03-31","","","","","","2.1","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","182","7.7","9.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198704","Water - Precipitation - unspecified (not reported)","1987-04-15","1987-04-01","1987-04-30","","-2.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","2","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","216","7.1","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198705","Water - Precipitation - unspecified (not reported)","1987-05-15","1987-05-01","1987-05-31","","-5.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","207","5.5","7.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198706","Water - Precipitation - unspecified (not reported)","1987-06-15","1987-06-01","1987-06-30","","-6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","246","5.2","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198707","Water - Precipitation - unspecified (not reported)","1987-07-15","1987-07-01","1987-07-31","","-3.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","163","5.5","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198708","Water - Precipitation - unspecified (not reported)","1987-08-15","1987-08-01","1987-08-31","","-3.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","173","4.7","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198709","Water - Precipitation - unspecified (not reported)","1987-09-15","1987-09-01","1987-09-30","","-4.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","269","4.4","6.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198710","Water - Precipitation - unspecified (not reported)","1987-10-15","1987-10-01","1987-10-31","","-5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","166","5.2","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198711","Water - Precipitation - unspecified (not reported)","1987-11-15","1987-11-01","1987-11-30","","-4.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","132","5.9","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198712","Water - Precipitation - unspecified (not reported)","1987-12-15","1987-12-01","1987-12-31","","-7.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","159","6.4","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198901","Water - Precipitation - rain","1989-01-15","1989-01-01","1989-01-31","","","","","","","","","122","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198902","Water - Precipitation - rain","1989-02-15","1989-02-01","1989-02-28","","","","","","","","","138","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198903","Water - Precipitation - rain","1989-03-15","1989-03-01","1989-03-31","","","","","","","","","235","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198904","Water - Precipitation - rain","1989-04-15","1989-04-01","1989-04-30","","-5.19","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","303","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198905","Water - Precipitation - rain","1989-05-15","1989-05-01","1989-05-31","","-6.06","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","140","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198906","Water - Precipitation - rain","1989-06-15","1989-06-01","1989-06-30","","-5.58","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","170","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198907","Water - Precipitation - rain","1989-07-15","1989-07-01","1989-07-31","","-4.01","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","206","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198908","Water - Precipitation - rain","1989-08-15","1989-08-01","1989-08-31","","-6.89","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","199","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198909","Water - Precipitation - rain","1989-09-15","1989-09-01","1989-09-30","","-4.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","150","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198910","Water - Precipitation - rain","1989-10-15","1989-10-01","1989-10-31","","-5.11","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","141","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198911","Water - Precipitation - rain","1989-11-15","1989-11-01","1989-11-30","","-3.98","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","152","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198912","Water - Precipitation - rain","1989-12-15","1989-12-01","1989-12-31","","-4.94","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","200","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199001","Water - Precipitation - rain","1990-01-15","1990-01-01","1990-01-31","","-2.58","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","215","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199002","Water - Precipitation - rain","1990-02-15","1990-02-01","1990-02-28","","-3.52","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","73","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199003","Water - Precipitation - rain","1990-03-15","1990-03-01","1990-03-31","","-4.01","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","52","",""
