Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200911","Water - Precipitation - rain","2009-11-15","2009-11-01","2009-11-30","","-5.23","iThemba Labs Gauteng, EIG","-36.07","iThemba Labs Gauteng, EIG","32.2","1.4","iThemba Labs Gauteng, EIG","139","5.8",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200912","Water - Precipitation - rain","2009-12-15","2009-12-01","2009-12-31","","-6.06","iThemba Labs Gauteng, EIG","-42.95","iThemba Labs Gauteng, EIG","25.2","1.2","iThemba Labs Gauteng, EIG","175","5.3",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201001","Water - Precipitation - rain","2010-01-15","2010-01-01","2010-01-31","","-2.75638210702341","iThemba Labs Gauteng, EIG","-13.3307632205135","iThemba Labs Gauteng, EIG","18.8","1.1","iThemba Labs Gauteng, EIG","136","7.5","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201002","Water - Precipitation - rain","2010-02-15","2010-02-01","2010-02-28","","-2.69360267558528","iThemba Labs Gauteng, EIG","-16.0719169892626","iThemba Labs Gauteng, EIG","9.7","0.8","iThemba Labs Gauteng, EIG","142.4","8.2","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201003","Water - Precipitation - rain","2010-03-15","2010-03-01","2010-03-31","","-4.39728160535117","iThemba Labs Gauteng, EIG","-28.723785677925","iThemba Labs Gauteng, EIG","8.3","0.7","iThemba Labs Gauteng, EIG","145","6.8","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201004","Water - Precipitation - rain","2010-04-15","2010-04-01","2010-04-30","official precip record pending","-4.0142056","iThemba Labs Gauteng, EIG","-23.0637507500001","iThemba Labs Gauteng, EIG","23.9","1","iThemba Labs Gauteng, EIG","229.9","5.9","7.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201005","Water - Precipitation - rain","2010-05-15","2010-05-01","2010-05-31","official precip record pending","-3.3619406","iThemba Labs Gauteng, EIG","-16.6393452333334","iThemba Labs Gauteng, EIG","34.1","1.3","iThemba Labs Gauteng, EIG","115.3","5","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201006","Water - Precipitation - rain","2010-06-15","2010-06-01","2010-06-30","official precip record pending","-4.6386992","iThemba Labs Gauteng, EIG","-26.6408684666666","iThemba Labs Gauteng, EIG","26.2","1","iThemba Labs Gauteng, EIG","180.1","4.8","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201007","Water - Precipitation - rain","2010-07-15","2010-07-01","2010-07-31","official precip record pending","-3.78590821142857","iThemba Labs Gauteng, EIG","-22.5219688138889","iThemba Labs Gauteng, EIG","19.6","0.9","iThemba Labs Gauteng, EIG","139.7","4.6","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201008","Water - Precipitation - rain","2010-08-15","2010-08-01","2010-08-31","official precip record pending","-3.36181164","iThemba Labs Gauteng, EIG","-16.0440678000001","iThemba Labs Gauteng, EIG","19.6","0.9","iThemba Labs Gauteng, EIG","136.2","4.2","6.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201009","Water - Precipitation - rain","2010-09-15","2010-09-01","2010-09-30","official precip record pending","-4.31058302857143","iThemba Labs Gauteng, EIG","-25.9448774638889","iThemba Labs Gauteng, EIG","16.9","0.8","iThemba Labs Gauteng, EIG","96.5","4","6.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201010","Water - Precipitation - rain","2010-10-15","2010-10-01","2010-10-31","official precip record pending","-3.5774268","iThemba Labs Gauteng, EIG","-20.9559082875001","iThemba Labs Gauteng, EIG","11.3","0.6","iThemba Labs Gauteng, EIG","87.6","5.1","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201011","Water - Precipitation - rain","2010-11-15","2010-11-01","2010-11-30","official precip record pending","-4.12027531","iThemba Labs Gauteng, EIG","-23.5792287958334","iThemba Labs Gauteng, EIG","5.2","0.4","iThemba Labs Gauteng, EIG","101.4","5.9","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201012","Water - Precipitation - rain","2010-12-15","2010-12-01","2010-12-31","official precip record pending","-3.63913508","iThemba Labs Gauteng, EIG","-22.1239758416669","iThemba Labs Gauteng, EIG","5.4","0.4","iThemba Labs Gauteng, EIG","89.1","5.9","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201101","Water - Precipitation - rain","2011-01-15","2011-01-01","2011-01-31","rain amount data from GHCN","-3.65517335","iThemba Labs Gauteng, EIG","-21.3392796000001","iThemba Labs Gauteng, EIG","4.7","0.4","iThemba Labs Gauteng, EIG","124","9",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201102","Water - Precipitation - rain","2011-02-15","2011-02-01","2011-02-28","rain amount data from GHCN","-3.72963306285714","iThemba Labs Gauteng, EIG","-18.6093153333334","iThemba Labs Gauteng, EIG","4.2","0.4","iThemba Labs Gauteng, EIG","126.4","8.9",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201103","Water - Precipitation - rain","2011-03-15","2011-03-01","2011-03-31","rain amount data from GHCN","-4.463662025","iThemba Labs Gauteng, EIG","-27.6377954194445","iThemba Labs Gauteng, EIG","5.6","0.4","iThemba Labs Gauteng, EIG","202.6","8",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201104","Water - Precipitation - rain","2011-04-15","2011-04-01","2011-04-30","rain amount data from GHCN","-4.38930529875","iThemba Labs Gauteng, EIG","-25.2970765750001","iThemba Labs Gauteng, EIG","1.4","0.3","iThemba Labs Gauteng, EIG","191","6.7",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201105","Water - Precipitation - rain","2011-05-15","2011-05-01","2011-05-31","rain amount data from GHCN","-4.20128845166667","iThemba Labs Gauteng, EIG","-26.6345084875001","iThemba Labs Gauteng, EIG","2.5","0.3","iThemba Labs Gauteng, EIG","60","5.9",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201106","Water - Precipitation - rain","2011-06-15","2011-06-01","2011-06-30","rain amount data from GHCN","-4.39562307291667","iThemba Labs Gauteng, EIG","-24.6267384875001","iThemba Labs Gauteng, EIG","1.7","0.3","iThemba Labs Gauteng, EIG","94","3.8",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201107","Water - Precipitation - rain","2011-07-15","2011-07-01","2011-07-31","rain amount data from GHCN","-4.30972502222222","iThemba Labs Gauteng, EIG","-26.53295695","iThemba Labs Gauteng, EIG","2.2","0.3","iThemba Labs Gauteng, EIG","117","4.9",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201108","Water - Precipitation - rain","2011-08-15","2011-08-01","2011-08-31","rain amount data from GHCN","-3.64644268875","iThemba Labs Gauteng, EIG","-20.1203249564287","iThemba Labs Gauteng, EIG","1.9","0.3","iThemba Labs Gauteng, EIG","142","5.7",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201109","Water - Precipitation - rain","2011-09-15","2011-09-01","2011-09-30","rain amount data from GHCN","-5.10241121111111","iThemba Labs Gauteng, EIG","-31.1747620375","iThemba Labs Gauteng, EIG","1.5","0.3","iThemba Labs Gauteng, EIG","210","3.2",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201110","Water - Precipitation - rain","2011-10-15","2011-10-01","2011-10-31","rain amount data from GHCN","-4.65622425","iThemba Labs Gauteng, EIG","-26.5474905464286","iThemba Labs Gauteng, EIG","2.4","0.3","iThemba Labs Gauteng, EIG","115","5",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201111","Water - Precipitation - rain","2011-11-15","2011-11-01","2011-11-30","rain amount data from GHCN","-4.80954379166667","iThemba Labs Gauteng, EIG","-30.7907760250001","iThemba Labs Gauteng, EIG","1.6","0.3","iThemba Labs Gauteng, EIG","185","5.7",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201112","Water - Precipitation - rain","2011-12-15","2011-12-01","2011-12-31","no rain amount reported","-2.76129562","iThemba Labs Gauteng, EIG","-13.0021262071429","iThemba Labs Gauteng, EIG","1.7","0.3","iThemba Labs Gauteng, EIG","133.3","8.7",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201201","Water - Precipitation - rain","2012-01-15","2012-01-01","2012-01-31","rain amount data from GHCN","-3.16223229444445","iThemba Labs Gauteng, EIG","-17.8986889750001","iThemba Labs Gauteng, EIG","0.9","0.2","iThemba Labs Gauteng, EIG","117","8.5",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201202","Water - Precipitation - rain","2012-02-15","2012-02-01","2012-02-29","rain amount data from GHCN","-4.04335344055556","iThemba Labs Gauteng, EIG","-25.8352976833333","iThemba Labs Gauteng, EIG","1.8","0.3","iThemba Labs Gauteng, EIG","159","8.3",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201203","Water - Precipitation - rain","2012-03-15","2012-03-01","2012-03-31","rain amount data from GHCN","-3.88929766611111","iThemba Labs Gauteng, EIG","-20.3743428400001","iThemba Labs Gauteng, EIG","1.9","0.3","iThemba Labs Gauteng, EIG","171","8.2",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201204","Water - Precipitation - rain","2012-04-15","2012-04-01","2012-04-30","rain amount data from GHCN","-4.16221435555556","iThemba Labs Gauteng, EIG","-21.5604714864286","iThemba Labs Gauteng, EIG","2.6","0.3","iThemba Labs Gauteng, EIG","202","7.3",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201205","Water - Precipitation - rain","2012-05-15","2012-05-01","2012-05-31","rain amount data from GHCN","-3.98148304","iThemba Labs Gauteng, EIG","-24.1769670166667","iThemba Labs Gauteng, EIG","2.1","0.3","iThemba Labs Gauteng, EIG","213","6",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201206","Water - Precipitation - rain","2012-06-15","2012-06-01","2012-06-30","rain amount data from GHCN","-5.67135696","iThemba Labs Gauteng, EIG","-35.2422086107142","iThemba Labs Gauteng, EIG","2.5","0.3","iThemba Labs Gauteng, EIG","169","3.8",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201207","Water - Precipitation - rain","2012-07-15","2012-07-01","2012-07-31","rain amount data from GHCN","-4.94948793333333","iThemba Labs Gauteng, EIG","-27.786288265","iThemba Labs Gauteng, EIG","2.7","0.3","iThemba Labs Gauteng, EIG","140","4",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","201208","Water - Precipitation - rain","2012-08-15","2012-08-01","2012-08-31","rain amount data from GHCN","-3.75496878","iThemba Labs Gauteng, EIG","-16.7488088920635","iThemba Labs Gauteng, EIG","3","0.3","iThemba Labs Gauteng, EIG","138","4.9",""
